procedimiento_numero,procedimiento_nombre,numero_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,oferente_cuit,oferente_razon_social,oferente_ute_si_no,alternativa_numero,oferta_monto,presupuesto_oficial_renglon_monto,evaluada_si_no,desestimada_si_no,orden_merito
46/18-0135-LPU22,DEFENSA MARGEN IZQUIERDO RÍO BERMEJO PTE. LAVALLE,46/18-0047-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11975,4.2.2-10008.45,"OBRAS VIALIDAD NACIONAL; TIPO: PUENTES, DESCRIPCION: REPARACION/MEJORA DE PUENTE",30-71061034-3,NORVIAL SERVICIOS S.A.,No,274960,265393471.60,168040649.67,Pendiente,Aceptada,1
46/18-0135-LPU22,DEFENSA MARGEN IZQUIERDO RÍO BERMEJO PTE. LAVALLE,46/18-0047-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11975,4.2.2-10008.45,"OBRAS VIALIDAD NACIONAL; TIPO: PUENTES, DESCRIPCION: REPARACION/MEJORA DE PUENTE",30-71079146-1,TRANSREDES SA,No,274980,264746116.94,168040649.67,Pendiente,Aceptada,
46/18-0254-LPU21,CONSERVACIÓN MEJORATIVA - ILUMINACIÓN - TR: RN11 PCIA DEL CHACO - EMP RP90 - SEC: KM1.041,46/18-0026-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11843,4.2.2-10008.48,"OBRAS VIALIDAD NACIONAL; TIPO: OBRAS ESPECIALES, DESCRIPCION: PUESTO CONTROL DE PESO Y DIMEN",30-51839093-3,ICF S.A.,No,252460,89797244.33,69960000.00,Pendiente,Aceptada,2
46/18-0254-LPU21,CONSERVACIÓN MEJORATIVA - ILUMINACIÓN - TR: RN11 PCIA DEL CHACO - EMP RP90 - SEC: KM1.041,46/18-0026-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11843,4.2.2-10008.48,"OBRAS VIALIDAD NACIONAL; TIPO: OBRAS ESPECIALES, DESCRIPCION: PUESTO CONTROL DE PESO Y DIMEN",30-71079146-1,TRANSREDES SA,No,251960,89197637.24,69960000.00,Pendiente,Aceptada,1
46/18-0261-LPU21,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,46/18-0027-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11844,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",30-71079146-1,TRANSREDES SA,No,252520,99652079.62,80700000.00,Pendiente,Aceptada,1
46/18-0261-LPU21,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,46/18-0027-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11844,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",30-61197776-6,Fÿbrica S.R.L.,No,252490,106884806.51,80700000.00,Pendiente,Aceptada,
46/18-0261-LPU21,RN N89-EMP. RP5. ILUMINACIÓN DE INTERSECCIÓN CANALIZADA,46/18-0027-OBR22,46/18,46/18 - 18° Chaco - DNV,604,46/18 - 18° Chaco - DNV,11844,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",30-51839093-3,ICF S.A.,No,252530,99956038.22,80700000.00,Pendiente,Aceptada,2
46/19-0055-LPU21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19-0010-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10504,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-50491289-9,CLEANOSOL ARGENTINA S.A.I.C.F.I.,No,238400,21241840.59,16580000.00,Pendiente,Aceptada,1
46/19-0055-LPU21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19-0010-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10504,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-71056849-5,CONSTRUCCIONES CIC S.A.,No,,22489216.20,16580000.00,Pendiente,Aceptada,
46/19-0068-LPU20,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19-0009-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10498,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",30-50196740-4,PASCHINI SA,No,237550,59694316.72,43730800.00,Pendiente,Aceptada,1
46/19-0068-LPU21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19-0011-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10514,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,30-70889447-4,ALTO SUR  SA,No,238360,6201773.43,6273000.00,Pendiente,Aceptada,1
46/19-0068-LPU21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19-0011-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10523,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,30-70857548-4,BLUE COMM S.R.L.,No,238490,4998662.08,6273000.00,Pendiente,Aceptada,
46/19-0088-LPU21,PUESTA EN VALOR Y MANTENIMIENTO DE TECHO PASARELAS EN EL PUENTE NICOLAS AVELLANEDA 1° DTO.,46/19-0013-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,30-70889447-4,ALTO SUR  SA,No,238370,25895436.67,19180500.00,Pendiente,Aceptada,1
46/19-0088-LPU21,PUESTA EN VALOR Y MANTENIMIENTO DE TECHO PASARELAS EN EL PUENTE NICOLAS AVELLANEDA 1° DTO.,46/19-0013-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,30-57844765-9,ROL INGENIERIA S.A.,No,,21665799.93,19180500.00,Pendiente,Aceptada,
46/19-0090-LPU21,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,46/19-0030-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10600,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-71101956-8,PF COMPAÑIA CONSTRUCTORA SA,No,238740,92890546.21,72297000.00,Pendiente,Aceptada,3
46/19-0090-LPU21,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,46/19-0030-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10600,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-71073960-5,Choel SRL,No,238720,81472161.92,72297000.00,Pendiente,Aceptada,1
46/19-0090-LPU21,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,46/19-0030-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10600,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-70889447-4,ALTO SUR  SA,No,238600,88973798.52,72297000.00,Pendiente,Aceptada,2
46/19-0092-LPU22,OBRA CONSTRUCCION DE CALZADA RUTA PROVINCIAL Nº 31,46/19-0011-OBR23,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,13107,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-69530748-5,VIAL TEC SA,No,274160,259413580.35,189639916.26,Pendiente,Aceptada,1
46/19-0092-LPU22,OBRA CONSTRUCCION DE CALZADA RUTA PROVINCIAL Nº 31,46/19-0011-OBR23,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,13107,4.2.2-10008.11,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: OBRA BASICA Y PAVIMENTO",30-57406653-7,Vialmani S.A.,No,,388998476.82,189639916.26,Pendiente,Aceptada,
46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA” RNN°33 SECCIÓN: E.A. DON JUAN (I)– EMPALME RNN°188 - TRENQUE-RUFINO,46/19-0016-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10542,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-50224539-9,ESUCO S.A.,No,238540,88501013.00,89895000.00,Pendiente,Aceptada,1
46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA” RNN°33 SECCIÓN: E.A. DON JUAN (I)– EMPALME RNN°188 - TRENQUE-RUFINO,46/19-0016-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10542,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-70776153-5,Pelque SA,No,238550,134108345.26,89895000.00,Pendiente,Aceptada,3
46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA” RNN°33 SECCIÓN: E.A. DON JUAN (I)– EMPALME RNN°188 - TRENQUE-RUFINO,46/19-0016-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10542,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-60749251-0,BIDESA OBRAS VIALES Y CIVILES S.A.,No,238660,95663842.37,89895000.00,Pendiente,Aceptada,2
46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA” RNN°33 SECCIÓN: E.A. DON JUAN (I)– EMPALME RNN°188 - TRENQUE-RUFINO,46/19-0016-OBR21,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10542,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-71073960-5,Choel SRL,No,,106774858.02,89895000.00,Pendiente,Aceptada,
46/19-0145-LPU21,"OBRA DE CONSERVACION RN N° 33 SECCION: ACCESO A AMERICA - E.A. DON JUAN (I) (KM. 384,00 –KM. 417,18)",46/19-0002-OBR22,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10608,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-50224539-9,ESUCO S.A.,No,239700,99898146.82,90242000.00,Pendiente,Aceptada,1
46/19-0145-LPU21,"OBRA DE CONSERVACION RN N° 33 SECCION: ACCESO A AMERICA - E.A. DON JUAN (I) (KM. 384,00 –KM. 417,18)",46/19-0002-OBR22,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,10608,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-60749251-0,BIDESA OBRAS VIALES Y CIVILES S.A.,No,,101160206.03,90242000.00,Pendiente,Aceptada,
46/19-0261-LPU22,AMPLIACIÓN Y MEJORA DEL DISTRIBUIDOR EN CRUCE CON RUTA PROVINCIAL Nº 41.,46/19-0018-OBR23,46/19,46/19 - 1° Buenos Aires - DNV,604,46/19 - 1° Buenos Aires - DNV,13100,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",30-57406653-7,Vialmani S.A.,No,276360,219865687.44,130887182.48,Pendiente,Aceptada,1
46/20-0277-LPU21,"OBRA DE CONSERVACIÓN MEJORATIVA: EJECUCIÓN DE BACHEOS Y CARPETINES"" - RUTA NACIONAL Nº 22.""",46/20-0014-OBR22,46/20,46/20 - 20° Río Negro - DNV,604,46/20 - 20° Río Negro - DNV,11781,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-51999331-3,CN SAPAG SOCIEDAD ANONIMA,No,251810,145282135.02,93590000.00,Pendiente,Aceptada,1
46/3-0101-LPU22,OBRA DE CONSERVACIÓN MEJORATIVA R.N. N° 157 - PROV. DE TUCUMAN - TRAMO: BELLA VISTA - S. M. DE TUCUM,46/3-0051-OBR22,46/03,46/03 - 3° Tucumán - DNV,604,46/03 - 3° Tucumán - DNV,11984,4.2.2-10008.14,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: RECONSTRUCCION TOTAL DE RUTA",30-71079146-1,TRANSREDES SA,No,274370,129921478.14,88070000.00,Pendiente,Aceptada,1
46/3-0193-LPU21,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL Nº 65 – PROVINCIA DE TUCUMÁN  TRAMO: EMPALME R.N. 38 / LÍMITE TUCUMÁN - CATAMARCA  SECCIÓN: RÍO COCHUNA (KM 35,7)",46/3-0038-OBR22,46/03,46/03 - 3° Tucumán - DNV,604,46/03 - 3° Tucumán - DNV,11892,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",20-28646456-5,Jose LUIS HUESPE,No,251660,39302486.93,31574000.00,Pendiente,Aceptada,1
46/3-0193-LPU21,"OBRA: CONSTRUCCIÓN DE UMBRALES SOTERRADOS Y PROTECCIONES  RUTA NACIONAL Nº 65 – PROVINCIA DE TUCUMÁN  TRAMO: EMPALME R.N. 38 / LÍMITE TUCUMÁN - CATAMARCA  SECCIÓN: RÍO COCHUNA (KM 35,7)",46/3-0038-OBR22,46/03,46/03 - 3° Tucumán - DNV,604,46/03 - 3° Tucumán - DNV,11900,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",30-71075117-6,CONSTRUCTORA JERICO SRL,No,,35278294.46,31574000.00,Pendiente,Aceptada,
46/3-0196-LPU21,"OBRA DE CONSERVACION MEJORATIVA  RUTA NACIONAL No1V38 - PROVINCIA DE TUCUMAN  TRAMO: CONCEPCION – FAMAILLA  SECCION: Pte. s/Rio Balderrama (KM 763,45) – Emp. RN N°38 (KM 778,90)  ",46/3-0034-OBR22,46/03,46/03 - 3° Tucumán - DNV,604,46/03 - 3° Tucumán - DNV,11871,4.2.2-10008.25,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: BACHEO Y SELLADO",30-62669582-1,PROBIAR PRODUCTOS BITUMINOSOS DE ARGENTINA S.A.,No,251690,138082285.00,86871000.00,Pendiente,Aceptada,1
46/3-0325-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA ACCESO NORTE A SAN MIGUEL DE TUCUMAN – EX RUTA NACIONAL Nº 9. PROVIN,46/3-0032-OBR22,46/03,46/03 - 3° Tucumán - DNV,604,46/03 - 3° Tucumán - DNV,11873,4.2.2-10008.13,"OBRAS VIALIDAD NACIONAL; TIPO: CONSTRUCCION Y RECONSTRUCCION, DESCRIPCION: PAVIMENTACION DE RUTA",30-71079146-1,TRANSREDES SA,No,262540,129507166.15,89878000.00,Pendiente,Aceptada,1
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4-0045-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11972,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",33-65361003-9,ACOTUR S.A.,No,274130,249839984.76,176665744.00,Pendiente,Aceptada,4
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4-0045-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11972,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-68317171-5,LUIS M. PAGLIARA SA,No,274150,243572486.07,176665744.00,Pendiente,Aceptada,3
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4-0045-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11972,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-70943571-6,OBRAS ANDINAS S.A.,No,274190,234651072.05,176665744.00,Pendiente,Aceptada,2
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4-0045-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11972,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-59048752-6,COINGSA SA,No,274170,270061700.84,176665744.00,Pendiente,Aceptada,5
46/4-0065-LPU22,"OBRA POR DELEGACIÓN DE FACULTADES: REPARACIÓN LOSAS H°, RNNº 40, PCIA. MENDOZA",46/4-0045-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11972,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-71138876-8,DA FRE OBRAS CIVILES S.A.,No,274140,187585748.27,176665744.00,Pendiente,Aceptada,1
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4-0013-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11745,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-57501228-7,CONSTRUCCIONES IVICA Y ANTONIO DUMANDZIC S.A.,No,239440,114131619.71,79143337.00,Pendiente,Aceptada,2
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4-0013-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11745,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-68317171-5,LUIS M. PAGLIARA SA,No,239560,96879094.76,79143337.00,Pendiente,Aceptada,1
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4-0013-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11745,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-59048752-6,COINGSA SA,No,,125865807.22,79143337.00,Pendiente,Aceptada,
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4-0013-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11745,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-70943571-6,OBRAS ANDINAS S.A.,No,,133745135.46,79143337.00,Pendiente,Aceptada,
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4-0013-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11745,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",30-67980637-4,LAUGERO CONSTRUCCIONES S.A,No,,113168350.35,79143337.00,Pendiente,Aceptada,
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4-0008-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-70943571-6,OBRAS ANDINAS S.A.,No,240010,122372328.51,85369788.00,Pendiente,Aceptada,4
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4-0008-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-57501228-7,CONSTRUCCIONES IVICA Y ANTONIO DUMANDZIC S.A.,No,239720,104711023.19,85369788.00,Pendiente,Aceptada,1
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4-0008-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-68317171-5,LUIS M. PAGLIARA SA,No,240050,118983117.23,85369788.00,Pendiente,Aceptada,3
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4-0008-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-59048752-6,COINGSA SA,No,240080,109275528.47,85369788.00,Pendiente,Aceptada,2
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4-0008-OBR22,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,11711,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",30-67980637-4,LAUGERO CONSTRUCCIONES S.A,,,117606185.45,85369788.00,Pendiente,Aceptada,
46/4-0161-LPU21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",46/4-0036-OBR21,46/04,46/04 - 4° Mendoza - DNV,604,46/04 - 4° Mendoza - DNV,10636,4.2.2-10008.45,"OBRAS VIALIDAD NACIONAL; TIPO: PUENTES, DESCRIPCION: REPARACION/MEJORA DE PUENTE",30-57406653-7,Vialmani S.A.,No,250260,624353253.32,627502012.00,Pendiente,Aceptada,1
46/6-0124-LPU21,Obras de Seguridad - Travesía Urbana: Acceso Canalizado B° Papa Francisco - Pcia. de Jujuy.,46/6-0007-OBR22,46/06,46/06 - 6° Jujuy - DNV,604,46/06 - 6° Jujuy - DNV,11704,4.2.2-10008.40,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: TRAVESIA URBANA",20-28646456-5,Jose LUIS HUESPE,No,251490,86249255.56,71066851.65,Pendiente,Aceptada,1
46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/8-0004-OBR20,46/08,46/08 - 8° La Rioja - DNV,604,46/08 - 8° La Rioja - DNV,10290,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-50509809-5,Paolini Hnos S.A,No,214600,31511202.02,29209000.00,Pendiente,Aceptada,1
46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/8-0004-OBR20,46/08,46/08 - 8° La Rioja - DNV,604,46/08 - 8° La Rioja - DNV,10210,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-59875257-1,AFEMA S.A.,No,,34282777.36,29209000.00,Pendiente,Aceptada,
46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/8-0004-OBR20,46/08,46/08 - 8° La Rioja - DNV,604,46/08 - 8° La Rioja - DNV,10083,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-58022920-0,HIDRACO S.A.,No,,41928199.15,29209000.00,Pendiente,Aceptada,
46/8-0086-LPU19,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/8-0007-OBR20,46/08,46/08 - 8° La Rioja - DNV,604,46/08 - 8° La Rioja - DNV,10289,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-50509809-5,Paolini Hnos S.A,No,214840,30333152.18,26873000.00,Pendiente,Aceptada,1
46/8-0086-LPU19,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/8-0007-OBR20,46/08,46/08 - 8° La Rioja - DNV,604,46/08 - 8° La Rioja - DNV,10211,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,30-58022920-0,HIDRACO S.A.,No,,38649315.11,26873000.00,Pendiente,Aceptada,
